Spec,Gear Type,Phase,Name,Acquisition Type,Quest,Dungeon,Difficulty,Stats,Notes
Affliction,Waist,PreRaid,Sash of Serpentra,Dungeon Drop,,Steamvault,Normal,88 Armor; 31 Sta; 21 Int; 25 Healing; 25 Spell Dmg; 17 Spell Hit,Warlord Kalithresh
Affliction,Waist,PreRaid,A'dal's Gift,Quest (Dung),How to Break Into the Arcatraz (TK),,,88 Armor; 25 Int; 34 Healing; 34 Spell Dmg; 21 Spell Crit,
Affliction,Legs,PreRaid,Spellstrike Pants,Auction House,,,,156 Armor; 12 Sta; 8 Int; 46 Healing; 46 Spell Dmg; 22 Spell Hit; 26 Spell Crit,
Affliction,Legs,PreRaid,Breeches of the Occultist,Dungeon Drop,,Black Morass,Heroic,163 Armor; 37 Sta; 22 Int; 36 Healing; 36 Spell Dmg; 23 Spell Crit,Aeonus
Affliction,Legs,PreRaid,Fel Infused Leggings,Dungeon Drop,,Blasted Lands,Normal,"109 Armor; 21 Sta

Equip: Increases damage done by Shadow spells and effects by up to 64",Lord Kazzak
Affliction,Legs,PreRaid,Leggings of Polarity,Dungeon Drop,,Naxxramas,Normal,128 Armor; 20 Sta; 14 Int; 44 Healing; 44 Spell Dmg; 28 Spell Crit,Thaddius
Affliction,Legs,PreRaid,Mana-Etched Pantaloons,Dungeon Drop,,Underbog,Normal,"136 Armor; 34 Sta; 32 Int; 33 Healing; 33 Spell Dmg; 35 Spell Hit; 21 Spell Crit

Equip: Increases your spell penetration by 18",The Black Stalker
Affliction,Legs,PreRaid,Trousers of Oblivion,Dungeon Drop,,Sethekk Halls,Normal,136 Armor; 42 Sta; 33 Int; 39 Healing; 39 Spell Dmg; 12 Spell Hit,Talon King Ikiss
Affliction,Feet,PreRaid,Frozen Shadoweave Boots,Auction House,,,,"122 Armor; 15 Sta; 9 Int

Equip: Increases damage done by Shadow spells and effects by up to 57;
Equip: Increases damage done by Frost spells and effects by up to 57",
Affliction,Feet,PreRaid,Extravagant Boots of Malice,Dungeon Drop,,Mana Tombs,Heroic,107 Armor; 27 Sta; 24 Int; 30 Healing; 30 Spell Dmg; 14 Spell Hit,Tavarok
Affliction,Feet,PreRaid,Sigil-Laced Boots,Dungeon Drop,,Arcatraz,Normal,107 Armor; 24 Sta; 18 Int; 20 Healing; 20 Spell Dmg; 17 Spell Crit,Harbinger Skyriss
Affliction,Feet,PreRaid,Plagueheart Sandals,Quest,Plagueheart Sandals (Naxx),,,102 Armor; 20 Sta; 16 Int; 32 Healing; 32 Spell Dmg; 14 Spell Crit,
Affliction,Feet,PreRaid,Shattrath Jumpers,Quest (Dung),Into the Heart of the Labyrinth (SL),,,107 Armor; 25 Sta; 17 Int; 29 Healing; 29 Spell Dmg,
Affliction,Neck,PreRaid,Amulet of Vek'nilash,Dungeon Drop,,Ahn'Qiraj,Normal,9 Sta; 5 Int; 27 Healing; 27 Spell Dmg; 14 Spell Crit,Emperor Vek'nilash
Affliction,Neck,PreRaid,Brooch of Heightened Potential,Dungeon Drop,,Shadow Labyrinth,Normal,15 Sta; 14 Int; 22 Healing; 22 Spell Dmg; 9 Spell Hit; 14 Spell Crit,Blackheart the Inciter
Affliction,Neck,PreRaid,Choker of the Fire Lord,Dungeon Drop,,Molten Core,Normal,7 Sta; 7 Int; 34 Healing; 34 Spell Dmg,Ragnaros
Affliction,Neck,PreRaid,Gem of Trapped Innocents,Dungeon Drop,,Naxxramas,Normal,9 Sta; 7 Int; 15 Healing; 15 Spell Dmg; 28 Spell Crit,Kel'Thuzad
Affliction,Neck,PreRaid,Hydra-fang Necklace,Dungeon Drop,,Underbog,Normal,17 Sta; 16 Int; 19 Healing; 19 Spell Dmg; 16 Spell Hit,Ghaz'an
Affliction,Ring,PreRaid,Band of the Inevitable,Dungeon Drop,,Naxxramas,Normal,36 Healing; 36 Spell Dmg; 8 Spell Hit,Noth the Plaguebringer
Affliction,Ring,PreRaid,Seal of the Damned,Dungeon Drop,,Naxxramas,Normal,17 Sta; 21 Healing; 21 Spell Dmg; 8 Spell Hit; 14 Spell Crit,Four Horseman
Affliction,Ring,PreRaid,Sparking Arcanite Ring,Dungeon Drop,,Old Hillsbrad Foothills,Heroic,13 Sta; 14 Int; 22 Healing; 22 Spell Dmg; 10 Spell Hit; 14 Spell Crit,Epoch Hunter
Affliction,Ring,PreRaid,Seal of the Exorcist,Dungeon Token,,,,24 Sta; 28 Healing; 28 Spell Dmg; 12 Spell Hit; 11 Resilience,50 Spirit Shards
Affliction,Ring,PreRaid,Ring of the Fallen God,Quest,The Savior of Kalimdor (AQ),,,5 Sta; 6 Int; 37 Healing; 37 Spell Dmg; 8 Spell Hit,
Affliction,Ring,PreRaid,Ashyen's Gift,Reputation,,,,30 Sta; 23 Healing; 23 Spell Dmg; 21 Spell Hit,Cenarion Expedition - Exalted
Affliction,Ring,PreRaid,Seer's Signet,Reputation,,,,24 Sta; 34 Healing; 34 Spell Dmg; 12 Spell Crit,The Scryers - Exalted
Affliction,Trinket,PreRaid,Neltharion's Tear,Dungeon Drop,,Blackwing Lair,Normal,44 Healing; 44 Spell Dmg; 16 Spell Hit,Nefarian
Affliction,Trinket,PreRaid,Quagmirran's Eye,Dungeon Drop,,Slave Pens,Heroic,"37 Healing; 37 Spell Dmg

Equip: Your harmful spells have a chance to increase your spell haste rating by 320 for 6 secs. (Proc chance: 10%, 45s cooldown)",Quagmirran
Affliction,Trinket,PreRaid,The Black Book,Dungeon Drop,,Blackwing Lair,Normal,"Use: Empowers your pet, increasing its spell damage by 200, its attack power by 325, and its armor by 1600 for 30 sec. This spell will only affect an Imp, Succubus, Incubus, Voidwalker, Felhunter, or Felguard",Razorgore the Untamed
Affliction,Trinket,PreRaid,The Restrained Essence of Sapphiron,Dungeon Drop,,Naxxramas,Normal,"40 Healing; 40 Spell Dmg

Use: Increases damage and healing done by magical spells and effects by up to 130 for 20 sec",Sapphiron
Affliction,Trinket,PreRaid,Icon of the Silver Crescent,Dungeon Token,,,,"43 Healing; 43 Spell Dmg

Use: Increases damage and healing done by magical spells and effects by up to 155 for 20 sec",41 Badges of Justice
Affliction,Trinket,PreRaid,Mark of the Champion,Quest,The Fall of Kel'Thuzad (Naxx),,,Equip: Increases damage done to Undead and Demons by magical spells and effects by up to 85. It also allows the acquisition of Scourgestones on behalf of the Argent Dawn,
Affliction,Trinket,PreRaid,Scryer's Bloodgem,Reputation,,,,"32 Spell Hit

Use: Increases spell damage by up to 150 and healing by up to 280 for 15 sec",The Scryers - Revered
Affliction,Main Hand,PreRaid,Blade of Wizardry,Auction House,,,,"41.11 DPS; 159 Healing; 159 Spell Dmg

Equip: Your harmful spells have a chance to increase your spell haste rating by 280 for 6 secs. (Proc chance: 15%, 50s cooldown)",World Drop
Affliction,Main Hand,PreRaid,Greatsword of Horrid Dreams,Dungeon Drop,,Shadow Labyrinth,Normal,41.11 DPS; 15 Sta; 14 Int; 130 Healing; 130 Spell Dmg; 14 Spell Hit,Murmur
Affliction,Main Hand,PreRaid,Illidari-Bane Mageblade,Quest,Quenching the Blade (SMV),,,"41.56 DPS; 12 Sta; 11 Int; 20 Spell Crit

Equip: Increases damage done to Demons by magical spells and effects by up to 185",
Affliction,Main Hand,PreRaid,Blade of the Archmage,Reputation,,,,41.11 DPS; 13 Sta; 11 Int; 159 Healing; 159 Spell Dmg; 21 Spell Crit,Honor Hold - Exalted
Affliction,Main Hand,PreRaid,Stormcaller,Reputation,,,,41.11 DPS; 12 Sta; 12 Int; 159 Healing; 159 Spell Dmg; 21 Spell Crit,Thrallmar - Exalted
Affliction,Off Hand,PreRaid,Lamp of Peaceful Radiance,Dungeon Drop,,Arcatraz,Normal,13 Sta; 14 Int; 21 Healing; 21 Spell Dmg; 12 Spell Hit; 13 Spell Crit,Harbinger Skyriss
Affliction,Off Hand,PreRaid,Royal Scepter of Vek'lor,Dungeon Drop,,Ahn'Qiraj,Normal,10 Sta; 9 Int; 20 Healing; 20 Spell Dmg; 8 Spell Hit; 14 Spell Crit,Emperor Vek'lor
Affliction,Off Hand,PreRaid,Sapphiron's Left Eye,Dungeon Drop,,Naxxramas,Normal,12 Sta; 8 Int; 26 Healing; 26 Spell Dmg; 8 Spell Hit; 14 Spell Crit,Sapphiron
Affliction,Off Hand,PreRaid,Khadgar's Knapsack,Dungeon Token,,,,49 Healing; 49 Spell Dmg,25 Badges of Justice
Affliction,Off Hand,PreRaid,Orb of the Soul-Eater,Dungeon Token,,,,"18 Sta

Equip: Increases damage done by Shadow spells and effects by up to 51",25 Badges of Justice
Affliction,Two Hand,PreRaid,"Atiesh, Greatstaff of the Guardian",Quest,"Atiesh, Greatstaff of the Guardian ()",,,"64.31 DPS; 30 Sta; 29 Int; 150 Healing; 150 Spell Dmg; 28 Spell Crit

Use: Creates a portal, teleporting group members that use it to Karazhan;
Equip: Increases damage and healing done by magical spells and effects of all party members within 30 yards by up to 33",
Affliction,Ranged/Relic,PreRaid,Doomfinger,Dungeon Drop,,Naxxramas,Normal,139.0 DPS; 16 Healing; 16 Spell Dmg; 14 Spell Crit,Kel'Thuzad
Affliction,Ranged/Relic,PreRaid,Nether Core's Control Rod,Dungeon Drop,,Arcatraz,Normal,129.44 DPS; 9 Sta; 10 Int; 13 Healing; 13 Spell Dmg; 8 Spell Hit,Dalliah the Doomsayer
Affliction,Ranged/Relic,PreRaid,The Black Stalk,Dungeon Drop,,Underbog,Normal,157.33 DPS; 10 Sta; 20 Healing; 20 Spell Dmg; 11 Spell Crit,The Black Stalker
Affliction,Ranged/Relic,PreRaid,Wand of Fates,Dungeon Drop,,Naxxramas,Normal,113.67 DPS; 7 Sta; 7 Int; 12 Healing; 12 Spell Dmg; 8 Spell Hit,Patchwerk
Demonology,Head,PreRaid,Spellstrike Hood,Auction House,,,,145 Armor; 16 Sta; 12 Int; 46 Healing; 46 Spell Dmg; 16 Spell Hit; 24 Spell Crit,
Demonology,Head,PreRaid,Hood of Oblivion,Dungeon Drop,,Arcatraz,Normal,127 Armor; 27 Sta; 32 Int; 40 Healing; 40 Spell Dmg,Harbinger Skyriss
Demonology,Head,PreRaid,Incanter's Cowl,Dungeon Drop,,Mechanar,Normal,127 Armor; 15 Sta; 27 Int; 17 Spi; 29 Healing; 29 Spell Dmg; 19 Spell Crit,Pathaleon the Calculator
Demonology,Head,PreRaid,Evoker's Helmet of Second Sight,Quest,"Teron Gorefiend, I am... (SMV)",,,"120 Armor; 12 Sta; 15 Int; 8 Spi; 35 Healing; 35 Spell Dmg; 24 Spell Crit

Equip: Allows the bearer to see into the ghost world while in Shadowmoon Valley",
Demonology,Head,PreRaid,Mag'hari Ritualist's Horns,Quest,Hero of the Mag'har (Nag),,,114 Armor; 18 Sta; 16 Int; 50 Healing; 50 Spell Dmg; 12 Spell Hit; 15 Spell Crit,
Demonology,Shoulder,PreRaid,Frozen Shadoweave Shoulders,Auction House,,,,"133 Armor; 21 Sta; 15 Int

Equip: Increases damage done by Shadow spells and effects by up to 50;
Equip: Increases damage done by Frost spells and effects by up to 50",
Demonology,Shoulder,PreRaid,Mana-Etched Spaulders,Dungeon Drop,,Slave Pens,Heroic,117 Armor; 25 Sta; 17 Int; 20 Healing; 20 Spell Dmg; 35 Spell Hit; 16 Spell Crit,Quagmirran
Demonology,Shoulder,PreRaid,Mantle of Three Terrors,Dungeon Drop,,Black Morass,Normal,114 Armor; 29 Sta; 25 Int; 29 Healing; 29 Spell Dmg; 12 Spell Hit,Chrono Lord Deja
Demonology,Shoulder,PreRaid,Plagueheart Shoulderpads,Quest,Plagueheart Shoulderpads (Naxx),,,111 Armor; 22 Sta; 12 Int; 36 Healing; 36 Spell Dmg; 8 Spell Hit,
Demonology,Shoulder,PreRaid,Spaulders of the Torn-heart,Quest,The Cipher of Damnation - The Third Fragment Recovered (SMV),,,111 Armor; 10 Sta; 7 Int; 8 Spi; 40 Healing; 40 Spell Dmg; 18 Spell Crit,
Demonology,Back,PreRaid,Cloak of Entropy,Auction House,,,,61 Armor; 11 Int; 25 Healing; 25 Spell Dmg; 10 Spell Hit,World Drop
Demonology,Back,PreRaid,Cloak of the Devoured,Dungeon Drop,,Ahn'Qiraj,Normal,76 Armor; 11 Sta; 10 Int; 30 Healing; 30 Spell Dmg; 8 Spell Hit,C'Thun
Demonology,Back,PreRaid,Cloak of the Necropolis,Dungeon Drop,,Naxxramas,Normal,77 Armor; 12 Sta; 11 Int; 26 Healing; 26 Spell Dmg; 8 Spell Hit; 14 Spell Crit,Sapphiron
Demonology,Back,PreRaid,Sethekk Oracle Cloak,Dungeon Drop,,Sethekk Halls,Normal,78 Armor; 18 Sta; 18 Int; 22 Healing; 22 Spell Dmg; 12 Spell Hit,Talon King Ikiss
Demonology,Chest,PreRaid,Frozen Shadoweave Robe,Auction House,,,,"178 Armor; 30 Sta; 20 Int

Equip: Increases damage done by Shadow spells and effects by up to 72;
Equip: Increases damage done by Frost spells and effects by up to 72",
Demonology,Chest,PreRaid,Robe of the Crimson Order,Auction House,,,,152 Armor; 23 Int; 50 Healing; 50 Spell Dmg; 30 Spell Hit,World Drop
Demonology,Chest,PreRaid,Mana-Etched Vestments,Dungeon Drop,,Old Hillsbrad Foothills,Heroic,156 Armor; 25 Sta; 25 Int; 29 Healing; 29 Spell Dmg; 35 Spell Hit; 17 Spell Crit,Epoch Hunter
Demonology,Chest,PreRaid,Robe of Oblivion,Dungeon Drop,,Shadow Labyrinth,Normal,156 Armor; 30 Sta; 20 Int; 40 Healing; 40 Spell Dmg,Murmur
Demonology,Chest,PreRaid,Plagueheart Robe,Quest,Plagueheart Robe (Naxx),,,158 Armor; 27 Sta; 22 Int; 51 Healing; 51 Spell Dmg; 8 Spell Hit; 14 Spell Crit,
Demonology,Chest,PreRaid,Auchenai Anchorite's Robe,Quest (Dung),Everything Will Be Alright (AC),,,136 Armor; 24 Int; 28 Healing; 28 Spell Dmg; 23 Spell Hit,
Demonology,Wrist,PreRaid,Bracers of Havok,Auction House,,,,67 Armor; 12 Int; 30 Healing; 30 Spell Dmg,
Demonology,Wrist,PreRaid,Crimson Bracers of Gloom,Dungeon Drop,,Hellfire Ramparts,Heroic,68 Armor; 18 Sta; 18 Int; 22 Healing; 22 Spell Dmg; 12 Spell Hit,Omor the Unscarred
Demonology,Wrist,PreRaid,Rockfury Bracers,Reputation,,,,48 Armor; 7 Sta; 27 Healing; 27 Spell Dmg; 8 Spell Hit,Cenarion Circle - Revered
Demonology,Hands,PreRaid,Gloves of Pandemonium,Auction House,,,,78 Armor; 15 Int; 25 Healing; 25 Spell Dmg; 10 Spell Hit; 22 Spell Crit,World Drop
Demonology,Hands,PreRaid,Dark Storm Gauntlets,Dungeon Drop,,Ahn'Qiraj,Normal,95 Armor; 19 Sta; 15 Int; 37 Healing; 37 Spell Dmg; 8 Spell Hit,C'Thun
Demonology,Hands,PreRaid,Gloves of Oblivion,Dungeon Drop,,Shattered Halls,Normal,97 Armor; 33 Sta; 21 Int; 26 Healing; 26 Spell Dmg; 20 Spell Hit,Warchief Kargath Bladefist
Demonology,Hands,PreRaid,Mana-Etched Gloves,Dungeon Drop,,Hellfire Ramparts,Heroic,97 Armor; 25 Sta; 17 Int; 20 Healing; 20 Spell Dmg; 35 Spell Hit; 16 Spell Crit,Omor the Unscarred
Demonology,Hands,PreRaid,Manaspark Gloves,Dungeon Drop,,Underbog,Normal,81 Armor; 14 Sta; 14 Int; 10 Spi; 16 Healing; 16 Spell Dmg; 15 Spell Hit,Hungarfen
Demonology,Waist,PreRaid,Girdle of Ruination,Auction House,,,,100 Armor; 18 Sta; 13 Int; 39 Healing; 39 Spell Dmg; 20 Spell Crit,
Demonology,Waist,PreRaid,Belt of Depravity,Dungeon Drop,,Arcatraz,Heroic,105 Armor; 31 Sta; 27 Int; 34 Healing; 34 Spell Dmg; 17 Spell Hit,Harbinger Skyriss
Demonology,Waist,PreRaid,Eyestalk Waist Cord,Dungeon Drop,,Ahn'Qiraj,Normal,85 Armor; 10 Sta; 9 Int; 41 Healing; 41 Spell Dmg; 14 Spell Crit,C'Thun
Demonology,Waist,PreRaid,Sash of Serpentra,Dungeon Drop,,Steamvault,Normal,88 Armor; 31 Sta; 21 Int; 25 Healing; 25 Spell Dmg; 17 Spell Hit,Warlord Kalithresh
Demonology,Waist,PreRaid,A'dal's Gift,Quest (Dung),How to Break Into the Arcatraz (TK),,,88 Armor; 25 Int; 34 Healing; 34 Spell Dmg; 21 Spell Crit,
Demonology,Legs,PreRaid,Spellstrike Pants,Auction House,,,,156 Armor; 12 Sta; 8 Int; 46 Healing; 46 Spell Dmg; 22 Spell Hit; 26 Spell Crit,
Demonology,Legs,PreRaid,Breeches of the Occultist,Dungeon Drop,,Black Morass,Heroic,163 Armor; 37 Sta; 22 Int; 36 Healing; 36 Spell Dmg; 23 Spell Crit,Aeonus
Demonology,Legs,PreRaid,Fel Infused Leggings,Dungeon Drop,,Blasted Lands,Normal,"109 Armor; 21 Sta

Equip: Increases damage done by Shadow spells and effects by up to 64",Lord Kazzak
Demonology,Legs,PreRaid,Leggings of Polarity,Dungeon Drop,,Naxxramas,Normal,128 Armor; 20 Sta; 14 Int; 44 Healing; 44 Spell Dmg; 28 Spell Crit,Thaddius
Demonology,Legs,PreRaid,Mana-Etched Pantaloons,Dungeon Drop,,Underbog,Normal,"136 Armor; 34 Sta; 32 Int; 33 Healing; 33 Spell Dmg; 35 Spell Hit; 21 Spell Crit

Equip: Increases your spell penetration by 18",The Black Stalker
Demonology,Legs,PreRaid,Trousers of Oblivion,Dungeon Drop,,Sethekk Halls,Normal,136 Armor; 42 Sta; 33 Int; 39 Healing; 39 Spell Dmg; 12 Spell Hit,Talon King Ikiss
Demonology,Feet,PreRaid,Frozen Shadoweave Boots,Auction House,,,,"122 Armor; 15 Sta; 9 Int

Equip: Increases damage done by Shadow spells and effects by up to 57;
Equip: Increases damage done by Frost spells and effects by up to 57",
Demonology,Feet,PreRaid,Extravagant Boots of Malice,Dungeon Drop,,Mana Tombs,Heroic,107 Armor; 27 Sta; 24 Int; 30 Healing; 30 Spell Dmg; 14 Spell Hit,Tavarok
Demonology,Feet,PreRaid,Sigil-Laced Boots,Dungeon Drop,,Arcatraz,Normal,107 Armor; 24 Sta; 18 Int; 20 Healing; 20 Spell Dmg; 17 Spell Crit,Harbinger Skyriss
Demonology,Feet,PreRaid,Plagueheart Sandals,Quest,Plagueheart Sandals (Naxx),,,102 Armor; 20 Sta; 16 Int; 32 Healing; 32 Spell Dmg; 14 Spell Crit,
Demonology,Feet,PreRaid,Shattrath Jumpers,Quest (Dung),Into the Heart of the Labyrinth (SL),,,107 Armor; 25 Sta; 17 Int; 29 Healing; 29 Spell Dmg,
Demonology,Neck,PreRaid,Amulet of Vek'nilash,Dungeon Drop,,Ahn'Qiraj,Normal,9 Sta; 5 Int; 27 Healing; 27 Spell Dmg; 14 Spell Crit,Emperor Vek'nilash
Demonology,Neck,PreRaid,Brooch of Heightened Potential,Dungeon Drop,,Shadow Labyrinth,Normal,15 Sta; 14 Int; 22 Healing; 22 Spell Dmg; 9 Spell Hit; 14 Spell Crit,Blackheart the Inciter
Demonology,Neck,PreRaid,Choker of the Fire Lord,Dungeon Drop,,Molten Core,Normal,7 Sta; 7 Int; 34 Healing; 34 Spell Dmg,Ragnaros
Demonology,Neck,PreRaid,Gem of Trapped Innocents,Dungeon Drop,,Naxxramas,Normal,9 Sta; 7 Int; 15 Healing; 15 Spell Dmg; 28 Spell Crit,Kel'Thuzad
Demonology,Neck,PreRaid,Hydra-fang Necklace,Dungeon Drop,,Underbog,Normal,17 Sta; 16 Int; 19 Healing; 19 Spell Dmg; 16 Spell Hit,Ghaz'an
Demonology,Ring,PreRaid,Band of the Inevitable,Dungeon Drop,,Naxxramas,Normal,36 Healing; 36 Spell Dmg; 8 Spell Hit,Noth the Plaguebringer
Demonology,Ring,PreRaid,Seal of the Damned,Dungeon Drop,,Naxxramas,Normal,17 Sta; 21 Healing; 21 Spell Dmg; 8 Spell Hit; 14 Spell Crit,Four Horseman
Demonology,Ring,PreRaid,Sparking Arcanite Ring,Dungeon Drop,,Old Hillsbrad Foothills,Heroic,13 Sta; 14 Int; 22 Healing; 22 Spell Dmg; 10 Spell Hit; 14 Spell Crit,Epoch Hunter
Demonology,Ring,PreRaid,Seal of the Exorcist,Dungeon Token,,,,24 Sta; 28 Healing; 28 Spell Dmg; 12 Spell Hit; 11 Resilience,50 Spirit Shards
Demonology,Ring,PreRaid,Ring of the Fallen God,Quest,The Savior of Kalimdor (AQ),,,5 Sta; 6 Int; 37 Healing; 37 Spell Dmg; 8 Spell Hit,
Demonology,Ring,PreRaid,Ashyen's Gift,Reputation,,,,30 Sta; 23 Healing; 23 Spell Dmg; 21 Spell Hit,Cenarion Expedition - Exalted
Demonology,Ring,PreRaid,Seer's Signet,Reputation,,,,24 Sta; 34 Healing; 34 Spell Dmg; 12 Spell Crit,The Scryers - Exalted
Demonology,Trinket,PreRaid,Neltharion's Tear,Dungeon Drop,,Blackwing Lair,Normal,44 Healing; 44 Spell Dmg; 16 Spell Hit,Nefarian
Demonology,Trinket,PreRaid,Quagmirran's Eye,Dungeon Drop,,Slave Pens,Heroic,"37 Healing; 37 Spell Dmg

Equip: Your harmful spells have a chance to increase your spell haste rating by 320 for 6 secs. (Proc chance: 10%, 45s cooldown)",Quagmirran
