Spec,Gear Type,Phase,Name,Acquisition Type,Quest,Dungeon,Difficulty,Stats,Notes
Elemental,Hands,PreRaid,Gloves of Pandemonium,Auction House,,,,78 Armor; 15 Int; 25 Healing; 25 Spell Dmg; 10 Spell Hit; 22 Spell Crit,World Drop
Elemental,Hands,PreRaid,Earth Mantle Handwraps,Dungeon Drop,,Steamvault,Normal,397 Armor; 21 Sta; 18 Int; 19 Healing; 19 Spell Dmg; 16 Spell Crit,Mekgineer Steamrigger
Elemental,Hands,PreRaid,Mana-Etched Gloves,Dungeon Drop,,Hellfire Ramparts,Heroic,97 Armor; 25 Sta; 17 Int; 20 Healing; 20 Spell Dmg; 35 Spell Hit; 16 Spell Crit,Omor the Unscarred
Elemental,Hands,PreRaid,Thundercaller's Gauntlets,Dungeon Drop,,Mana Tombs,Normal,377 Armor; 16 Sta; 16 Int; 35 Healing; 35 Spell Dmg; 18 Spell Crit,Tavarok
Elemental,Hands,PreRaid,Grips of the Void,Quest,Enraged Spirits of Air (SMV),,,88 Armor; 18 Sta; 11 Int; 35 Healing; 35 Spell Dmg; 10 Spell Crit,
Elemental,Waist,PreRaid,Girdle of Ruination,Auction House,,,,100 Armor; 18 Sta; 13 Int; 39 Healing; 39 Spell Dmg; 20 Spell Crit,
Elemental,Waist,PreRaid,Netherstrike Belt,Auction House,,,,457 Armor; 10 Sta; 17 Int; 30 Healing; 30 Spell Dmg; 9 MP5; 16 Spell Crit,
Elemental,Waist,PreRaid,Sash of Sealed Fate,Auction House,,,,81 Armor; 15 Int; 35 Healing; 35 Spell Dmg; 23 Spell Crit,World Drop
Elemental,Waist,PreRaid,Windhawk Belt,Auction House,,,,"205 Armor; 17 Sta; 19 Int; 20 Spi; 42 Healing; 14 Spell Dmg; 8 MP5; 12 Spell Crit

Equip: Increases damage and healing done by magical spells and effects by up to 23",
Elemental,Legs,PreRaid,Spellstrike Pants,Auction House,,,,156 Armor; 12 Sta; 8 Int; 46 Healing; 46 Spell Dmg; 22 Spell Hit; 26 Spell Crit,
Elemental,Legs,PreRaid,Pantaloons of Flaming Wrath,Dungeon Drop,,Shattered Halls,Heroic,136 Armor; 28 Int; 33 Healing; 33 Spell Dmg; 42 Spell Crit,Blood Guard Porung
Elemental,Legs,PreRaid,Stormsong Kilt,Dungeon Drop,,Underbog,Normal,681 Armor; 25 Sta; 30 Int; 35 Healing; 35 Spell Dmg; 26 Spell Crit,The Black Stalker
Elemental,Legs,PreRaid,Kurenai Kilt,Reputation,,,,256 Armor; 11 Int; 44 Healing; 44 Spell Dmg; 18 Spell Crit,Kurenai - Revered
Elemental,Legs,PreRaid,Tempest Leggings,Reputation,,,,256 Armor; 11 Int; 44 Healing; 44 Spell Dmg; 18 Spell Crit,The Mag'har - Revered
Elemental,Feet,PreRaid,Sigil-Laced Boots,Dungeon Drop,,Arcatraz,Normal,107 Armor; 24 Sta; 18 Int; 20 Healing; 20 Spell Dmg; 17 Spell Crit,Harbinger Skyriss
Elemental,Feet,PreRaid,Shattrath Jumpers,Quest (Dung),Into the Heart of the Labyrinth (SL),,,107 Armor; 25 Sta; 17 Int; 29 Healing; 29 Spell Dmg,
Elemental,Neck,PreRaid,Brooch of Heightened Potential,Dungeon Drop,,Shadow Labyrinth,Normal,15 Sta; 14 Int; 22 Healing; 22 Spell Dmg; 9 Spell Hit; 14 Spell Crit,Blackheart the Inciter
Elemental,Neck,PreRaid,Natasha's Ember Necklace,Quest,The Hound-Master (BEM),,,15 Int; 29 Healing; 29 Spell Dmg; 10 Spell Crit,
Elemental,Neck,PreRaid,Torc of the Sethekk Prophet,Quest (Dung),Brother Against Brother (Seth),,,18 Int; 19 Healing; 19 Spell Dmg; 21 Spell Crit,
Elemental,Ring,PreRaid,Band of Dominion,Auction House,,,,28 Healing; 28 Spell Dmg; 21 Spell Crit,World Drop
Elemental,Ring,PreRaid,Cobalt Band of Tyrigosa,Dungeon Drop,,Mana Tombs,Heroic,19 Sta; 17 Int; 35 Healing; 35 Spell Dmg,Nexus-Prince Shaffar
Elemental,Ring,PreRaid,Sparking Arcanite Ring,Dungeon Drop,,Old Hillsbrad Foothills,Heroic,13 Sta; 14 Int; 22 Healing; 22 Spell Dmg; 10 Spell Hit; 14 Spell Crit,Epoch Hunter
Elemental,Ring,PreRaid,Ring of Cryptic Dreams,Dungeon Token,,,,16 Sta; 17 Int; 23 Healing; 23 Spell Dmg; 20 Spell Crit,25 Badges of Justice
Elemental,Ring,PreRaid,Ashyen's Gift,Reputation,,,,30 Sta; 23 Healing; 23 Spell Dmg; 21 Spell Hit,Cenarion Expedition - Exalted
Elemental,Ring,PreRaid,Seer's Signet,Reputation,,,,24 Sta; 34 Healing; 34 Spell Dmg; 12 Spell Crit,The Scryers - Exalted
Elemental,Trinket,PreRaid,Neltharion's Tear,Dungeon Drop,,Blackwing Lair,Normal,44 Healing; 44 Spell Dmg; 16 Spell Hit,Nefarian
Elemental,Trinket,PreRaid,Quagmirran's Eye,Dungeon Drop,,Slave Pens,Heroic,"37 Healing; 37 Spell Dmg

Equip: Your harmful spells have a chance to increase your spell haste rating by 320 for 6 secs. (Proc chance: 10%, 45s cooldown)",Quagmirran
Elemental,Trinket,PreRaid,Shiffar's Nexus-Horn,Dungeon Drop,,Arcatraz,Normal,"30 Spell Crit

Equip: Chance on spell critical hit to increase your spell damage and healing by 225 for 10 secs. (Proc chance: 20%, 45s cooldown)",Harbinger Skyriss
Elemental,Trinket,PreRaid,Icon of the Silver Crescent,Dungeon Token,,,,"43 Healing; 43 Spell Dmg

Use: Increases damage and healing done by magical spells and effects by up to 155 for 20 sec",41 Badges of Justice
Elemental,Trinket,PreRaid,Mark of the Champion,Quest,The Fall of Kel'Thuzad (Naxx),,,Equip: Increases damage done to Undead and Demons by magical spells and effects by up to 85. It also allows the acquisition of Scourgestones on behalf of the Argent Dawn,
Elemental,Trinket,PreRaid,Scryer's Bloodgem,Reputation,,,,"32 Spell Hit

Use: Increases spell damage by up to 150 and healing by up to 280 for 15 sec",The Scryers - Revered
Elemental,Trinket,PreRaid,Xi'ri's Gift,Reputation,,,,"32 Spell Crit

Use: Increases spell damage by up to 150 and healing by up to 280 for 15 sec",The Sha'tar - Revered
Elemental,Main Hand,PreRaid,Eternium Runed Blade,Auction House,,,,41.76 DPS; 19 Int; 168 Healing; 168 Spell Dmg; 21 Spell Crit,
Elemental,Main Hand,PreRaid,Runesong Dagger,Dungeon Drop,,Shattered Halls,Normal,39.67 DPS; 12 Sta; 11 Int; 121 Healing; 121 Spell Dmg; 20 Spell Crit,Warbringer O'mrogg
Elemental,Main Hand,PreRaid,Gavel of Unearthed Secrets,Reputation,,,,41.48 DPS; 24 Sta; 16 Int; 159 Healing; 159 Spell Dmg; 15 Spell Crit,Lower City - Exalted
Elemental,Main Hand,PreRaid,Gladiator's Gavel,PvP,,,,41.25 DPS; 28 Sta; 18 Int; 199 Healing; 199 Spell Dmg,
Elemental,Off Hand,PreRaid,Draenei Honor Guard Shield,Auction House,,,,3615 Armor; 16 Int; 19 Healing; 19 Spell Dmg; 21 Spell Crit,World Drop
Elemental,Off Hand,PreRaid,Lamp of Peaceful Radiance,Dungeon Drop,,Arcatraz,Normal,13 Sta; 14 Int; 21 Healing; 21 Spell Dmg; 12 Spell Hit; 13 Spell Crit,Harbinger Skyriss
Elemental,Off Hand,PreRaid,Sapphiron's Left Eye,Dungeon Drop,,Naxxramas,Normal,12 Sta; 8 Int; 26 Healing; 26 Spell Dmg; 8 Spell Hit; 14 Spell Crit,Sapphiron
Elemental,Off Hand,PreRaid,Khadgar's Knapsack,Dungeon Token,,,,49 Healing; 49 Spell Dmg,25 Badges of Justice
Elemental,Off Hand,PreRaid,Mazthoril Honor Shield,Dungeon Token,,,,4668 Armor; 16 Sta; 17 Int; 23 Healing; 23 Spell Dmg; 21 Spell Crit,33 Badges of Justice
Elemental,Ranged/Relic,PreRaid,Totem of the Storm,Auction House,,,,Equip: Increases damage done by Chain Lightning and Lightning Bolt by up to 33,World Drop
Elemental,Ranged/Relic,PreRaid,Totem of the Void,Dungeon Drop,,Mechanar,Normal,Equip: Increases damage done by Chain Lightning and Lightning Bolt by up to 55,The Gatewatchers
Elemental,Ranged/Relic,PreRaid,Totem of the Pulsing Earth,Dungeon Token,,,,Equip: Reduces the mana cost of Lightning Bolt by 27,15 Badges of Justice
Enhancement,Head,PreRaid,Wastewalker Helm,Dungeon Drop,,Old Hillsbrad Foothills,Heroic,237 Armor; 30 Sta; 56 AP; 18 Hit; 22 Crit,Epoch Hunter
Enhancement,Head,PreRaid,Mask of the Deceiver,Dungeon Token,,,,283 Armor; 32 Agi; 36 Sta; 64 AP; 16 Hit,50 Badges of Justice
Enhancement,Head,PreRaid,Stealther's Helmet of Second Sight,Quest,"Teron Gorefiend, I am... (SMV)",,,"226 Armor; 24 Agi; 18 Sta; 60 AP; 13 Hit

Equip: Allows the bearer to see into the ghost world while in Shadowmoon Valley",
Enhancement,Head,PreRaid,Helm of the Claw,Quest (Dung),The Warlord's Hideout (SV),,,237 Armor; 25 Agi; 21 Sta; 66 AP; 14 Hit,
Enhancement,Shoulder,PreRaid,Mantle of Perenolde,Dungeon Drop,,Old Hillsbrad Foothills,Normal,197 Armor; 24 Sta; 20 AP; 23 Hit; 23 Crit,Epoch Hunter
Enhancement,Shoulder,PreRaid,Wastewalker Shoulderpads,Dungeon Drop,,Auchenai Crypts,Heroic,219 Armor; 25 Agi; 13 Sta; 34 AP; 16 Hit,Avatar of the Martyred
Enhancement,Shoulder,PreRaid,Expedition Scout's Epaulets,Quest (Dung),Fel Embers (SH),,,217 Armor; 25 Agi; 50 AP; 24 Hit,
Enhancement,Shoulder,PreRaid,Blackened Leather Spaulders,Reputation,,,,219 Armor; 20 Agi; 70 AP; 15 Hit,Kurenai - Revered
Enhancement,Shoulder,PreRaid,Talbuk Hide Spaulders,Reputation,,,,219 Armor; 20 Agi; 70 AP; 15 Hit,The Mag'har - Revered
Enhancement,Back,PreRaid,Cloak of Darkness,Auction House,,,,101 Armor; 23 Str; 25 Sta,
Enhancement,Back,PreRaid,Vengeance Wrap,Auction House,,,,89 Armor; 52 AP; 23 Crit,
Enhancement,Back,PreRaid,Auchenai Death Shroud,Dungeon Drop,,Auchenai Crypts,Heroic,78 Armor; 15 Agi; 15 Sta; 36 AP; 17 Hit,Avatar of the Martyred
Enhancement,Back,PreRaid,Capacitus' Cloak of Calibration,Dungeon Drop,,Mechanar,Normal,78 Armor; 22 Str; 18 Agi; 19 Sta,The Gatewatchers
Enhancement,Back,PreRaid,Cloak of the Inciter,Dungeon Drop,,Shadow Labyrinth,Normal,76 Armor; 15 Sta; 30 AP; 16 Hit; 18 Crit,Blackheart the Inciter
Enhancement,Back,PreRaid,Blood Knight War Cloak,Dungeon Token,,,,93 Armor; 23 Agi; 22 Sta; 48 AP,25 Badges of Justice
Enhancement,Chest,PreRaid,Ebon Netherscale Breastplate,Auction House,,,,846 Armor; 4 Agi; 25 Sta; 23 Int; 80 AP; 8 MP5; 20 Hit; 31 Crit,
Enhancement,Chest,PreRaid,Primalstrike Vest,Auction House,,,,379 Armor; 38 Agi; 39 Sta; 108 AP; 12 Hit,
Enhancement,Chest,PreRaid,Hauberk of Karabor,Quest,Varedis Must Be Stopped (SMV),,,278 Armor; 25 Agi; 18 Sta; 90 AP; 12 Hit,
Enhancement,Wrist,PreRaid,Ebon Netherscale Bracers,Auction House,,,,325 Armor; 2 Agi; 25 Sta; 8 Int; 38 AP; 5 MP5; 20 Hit; 17 Crit,
Enhancement,Wrist,PreRaid,Felstalker Bracers,Auction House,,,,283 Armor; 18 Agi; 3 Sta; 11 Int; 38 AP; 20 Hit,
Enhancement,Wrist,PreRaid,Primalstrike Bracers,Auction House,,,,159 Armor; 15 Agi; 21 Sta; 64 AP,
Enhancement,Wrist,PreRaid,Nightfall Wristguards,Dungeon Drop,,Old Hillsbrad Foothills,Heroic,153 Armor; 24 Agi; 22 Sta; 46 AP,Epoch Hunter
Enhancement,Wrist,PreRaid,Nightstalker's Wristguards,Quest,Down With Daellis (NS),,,112 Armor; 12 Agi; 42 AP; 9 Hit,
Enhancement,Wrist,PreRaid,Spymistress's Wristguards,Quest (Dung),The Soul Devices (SL),,,128 Armor; 18 Agi; 15 Sta; 15 Hit,
Enhancement,Hands,PreRaid,Cobrascale Gloves,Auction House,,,,208 Armor; 33 Sta; 50 AP; 20 Hit; 25 Crit,
Enhancement,Hands,PreRaid,Fel Leather Gloves,Auction House,,,,169 Armor; 36 AP; 20 Dodge; 17 Hit; 24 Crit,
Enhancement,Hands,PreRaid,Gloves of the Unbound,Dungeon Drop,,Arcatraz,Normal,183 Armor; 27 Agi; 20 Sta; 38 AP,Wrath-Scryer Soccothrates
Enhancement,Hands,PreRaid,Handgrips of Assassination,Dungeon Drop,,Black Morass,Normal,183 Armor; 25 Agi; 24 Sta; 50 AP; 17 Hit,Aeonus
Enhancement,Hands,PreRaid,Predatory Gloves,Dungeon Drop,,Mana Tombs,Heroic,183 Armor; 16 Sta; 48 AP; 19 Hit; 21 Crit,Tavarok
Enhancement,Hands,PreRaid,Flesh Handler's Gauntlets,Quest,The Flesh Lies... (NS),,,165 Armor; 18 Str; 17 Agi; 27 Sta,
Enhancement,Waist,PreRaid,Ebon Netherscale Belt,Auction House,,,,457 Armor; 3 Agi; 21 Sta; 14 Int; 48 AP; 8 MP5; 20 Hit; 22 Crit,
Enhancement,Waist,PreRaid,Primalstrike Belt,Auction House,,,,205 Armor; 20 Agi; 32 Sta; 84 AP,
Enhancement,Waist,PreRaid,Epoch's Whispering Cinch,Dungeon Drop,,Old Hillsbrad Foothills,Heroic,164 Armor; 25 Agi; 24 Sta; 40 AP; 17 Hit,Epoch Hunter
Enhancement,Waist,PreRaid,Girdle of the Deathdealer,Dungeon Drop,,Black Morass,Heroic,196 Armor; 28 Agi; 28 Sta; 56 AP; 20 Hit,Aeonus
Enhancement,Waist,PreRaid,Shattrath's Champion Belt,Quest (Dung),How to Break Into the Arcatraz (TK),,,367 Armor; 22 Int; 50 AP; 15 Hit; 21 Crit,
Enhancement,Legs,PreRaid,Fel Leather Leggings,Auction House,,,,249 Armor; 52 AP; 20 Dodge; 25 Hit; 25 Crit,
Enhancement,Legs,PreRaid,Midnight Legguards,Dungeon Drop,,Slave Pens,Heroic,305 Armor; 30 Sta; 64 AP; 17 Hit; 27 Crit,Quagmirran
Enhancement,Legs,PreRaid,Clefthoof Hide Leggings,Quest,Showdown (BEM),,,243 Armor; 30 Str; 30 Agi; 24 Sta; 17 Hit,
Enhancement,Legs,PreRaid,Shattrath Leggings,Quest,Special Delivery to Shattrath City (Shattrath City),,,243 Armor; 35 Str; 25 Agi; 27 Sta,
Enhancement,Feet,PreRaid,Fel Leather Boots,Auction House,,,,196 Armor; 36 AP; 20 Dodge; 25 Hit; 17 Crit,
Enhancement,Feet,PreRaid,The Master's Treads,Auction House,,,,"191 Armor; 24 Agi; 19 Sta; 48 AP; 16 Hit

Equip: Increases your effective stealth level by 1",World Drop
Enhancement,Feet,PreRaid,Boots of the Unjust,Dungeon Drop,,Auchenai Crypts,Heroic,201 Armor; 25 Sta; 64 AP; 13 Hit; 19 Crit,Exarch Maladaar
Enhancement,Feet,PreRaid,Shadowstep Striders,Dungeon Drop,,Arcatraz,Heroic,240 Armor; 31 Agi; 30 Sta; 54 AP,Harbinger Skyriss
Enhancement,Feet,PreRaid,Farahlite Studded Boots,Quest,A Fate Worse Than Death (NS),,,172 Armor; 16 Agi; 56 AP; 16 Crit,
Enhancement,Feet,PreRaid,Felboar Hide Shoes,Quest,The Cipher of Damnation - The Third Fragment Recovered (SMV),,,191 Armor; 18 Agi; 15 Sta; 68 AP; 9 Hit,
Enhancement,Neck,PreRaid,Bone Chain Necklace,Dungeon Drop,,Underbog,Normal,19 Agi; 18 Sta; 36 AP; 13 Hit,The Black Stalker
Enhancement,Neck,PreRaid,Traitor's Noose,Dungeon Drop,,Slave Pens,Heroic,18 Sta; 38 AP; 12 Hit; 18 Crit,Mennu the Betrayer
Enhancement,Neck,PreRaid,Choker of Vile Intent,Dungeon Token,,,,20 Agi; 18 Sta; 42 AP; 18 Hit,25 Badges of Justice
Enhancement,Neck,PreRaid,Natasha's Choker,Quest,The Hound-Master (BEM),,,50 AP; 10 Hit; 15 Crit,
Enhancement,Neck,PreRaid,Haramad's Bargain,Reputation,,,,26 Str; 25 Agi,The Consortium - Exalted
Enhancement,Ring,PreRaid,Ravenclaw Band,Dungeon Drop,,Sethekk Halls,Normal,20 Agi; 15 Sta; 30 AP; 13 Hit,Talon King Ikiss
Enhancement,Ring,PreRaid,Ring of Umbral Doom,Dungeon Drop,,Botanica,Normal,18 Sta; 40 AP; 20 Crit,Thorngrin the Tender
Enhancement,Ring,PreRaid,Shaffar's Band of Brutality,Dungeon Drop,,Mana-Tombs,Heroic,40 AP; 19 Hit; 20 Crit,Yor
Enhancement,Ring,PreRaid,Ring of Arathi Warlords,Dungeon Token,,,,24 Sta; 46 AP; 23 Crit,25 Badges of Justice
Enhancement,Ring,PreRaid,Acrobat's Mark of the Sha'tar,Quest,Battle of the Crimson Watch (SMV),,,29 Str; 12 Agi,
Enhancement,Ring,PreRaid,Kaylaan's Signet,Quest,Deathblow to the Legion (NS),,,15 Agi; 50 AP; 10 Hit,
Enhancement,Ring,PreRaid,Overseer's Signet,Quest,Shutting Down Manaforge Ara (NS),,,25 Str; 15 Agi; 10 Hit,
Enhancement,Ring,PreRaid,Slayer's Mark of the Redemption,Quest,Dissension Amongst the Ranks... (SMV),,,15 Agi; 50 AP; 10 Hit,
Enhancement,Ring,PreRaid,Shapeshifter's Signet,Reputation,,,,25 Agi; 18 Sta,Lower City - Exalted
Enhancement,Trinket,PreRaid,Abacus of Violent Odds,Dungeon Drop,,Mechanar,Normal,"64 AP; 260 Haste

Use: Increases haste rating by 260 for 10 sec",Pathaleon the Calculator
Enhancement,Trinket,PreRaid,Hourglass of the Unraveller,Dungeon Drop,,Black Morass,Normal,"32 Crit

Equip: Chance on critical hit to increase your attack power by 300 for 10 secs. (Proc chance: 10%, 50s cooldown)",Temporus
Enhancement,Trinket,PreRaid,Ogre Mauler's Badge,Dungeon Drop,,Nagrand,Normal,"48 AP

Use: Increases attack power by 185 for 15 sec",Bleeding Hollow Supply Crates
Enhancement,Trinket,PreRaid,Bloodlust Brooch,Dungeon Token,,,,"72 AP

Use: Increases attack power by 278 for 20 sec",41 Badges of Justice
Enhancement,Trinket,PreRaid,Core of Ar'kelos,Quest,Ar'kelos the Guardian (NS),,,"52 AP

Use: Increases your melee and ranged attack power by 200. Effect lasts for 20 sec",
Enhancement,Trinket,PreRaid,Mark of the Champion,Quest,The Fall of Kel'Thuzad (Naxx),,,150 AP,
Enhancement,Trinket,PreRaid,Uniting Charm,Quest,Corki's Gone Missing Again! (Nag),,,"48 AP

Use: Increases attack power by 185 for 15 sec",
Enhancement,Main Hand,PreRaid,Dragonmaw,Auction House,,,,"91.11 DPS; 9 Sta; 212 Haste

Proc: Increases your haste rating by 212 for 10 sec",
Enhancement,Main Hand,PreRaid,Fist of Reckoning,Auction House,,,,54.07 DPS; 12 AP; 10 Hit; 16 Crit,World Drop
Enhancement,Main Hand,PreRaid,Claw of the Watcher,Dungeon Drop,,Auchenai Crypts,Heroic,71.6 DPS; 24 AP; 12 Crit,Shirrak the Dead Watcher
Enhancement,Main Hand,PreRaid,Reflex Blades,Dungeon Drop,,Arcatraz,Normal,71.67 DPS; 13 Sta; 32 AP; 16 Hit,Dalliah the Doomsayer
Enhancement,Main Hand,PreRaid,The Bladefist,Dungeon Drop,,Shattered Halls,Heroic,"83.65 DPS; 180 Haste

Proc: Increases your haste rating by 180 for 10 sec",Warchief Kargath Bladefist
Enhancement,Main Hand,PreRaid,The Harvester of Souls,Dungeon Drop,,Auchenai Crypts,Heroic,71.73 DPS; 16 Str; 13 Sta; 15 Crit,Exarch Maladaar
Enhancement,Main Hand,PreRaid,Resonating Axe,Quest,Measuring Warp Energies (NS),,,57.86 DPS; 12 Sta; 22 AP; 11 Crit,
Enhancement,Main Hand,PreRaid,Sporeling Claw,Quest,Fhwoor Smash! (ZM),,,56.6 DPS; 18 Sta; 24 AP; 12 Hit,
Enhancement,Main Hand,PreRaid,Gladiator's Cleaver,PvP,,,,91.15 DPS; 21 Sta; 28 AP; 9 Hit; 15 Crit,
Enhancement,Main Hand,PreRaid,Gladiator's Right Ripper,PvP,,,,91.35 DPS; 21 Sta; 28 AP; 9 Hit; 15 Crit,
Enhancement,Main Hand,PreRaid,High Warlord's Cleaver,PvP,,,,59.48 DPS; 7 Sta; 28 AP; 14 Crit,
Enhancement,Main Hand,PreRaid,Nexus-Claw,Vendor,,,,57.86 DPS; 28 AP; 14 Crit,Netherstorm
Enhancement,Ranged/Relic,PreRaid,Totem of the Astral Winds,Dungeon Drop,,Mana Tombs,Heroic,Equip: Increases the attack power bonus on Windfury Weapon attacks by 80,Pandemonius
Restoration,Head,PreRaid,Hood of Primal Life,Auction House,,,,271 Armor; 34 Sta; 37 Int; 31 Spi; 68 Healing; 23 Spell Dmg,
Restoration,Head,PreRaid,Whitemend Hood,Auction House,,,,145 Armor; 15 Sta; 15 Int; 79 Healing; 27 Spell Dmg; 11 MP5,
Restoration,Head,PreRaid,Hallowed Crown,Dungeon Drop,,Arcatraz,Normal,127 Armor; 12 Sta; 24 Int; 26 Spi; 57 Healing; 19 Spell Dmg,Harbinger Skyriss
Restoration,Head,PreRaid,Headdress of the Tides,Dungeon Drop,,Underbog,Normal,530 Armor; 30 Sta; 35 Int; 73 Healing; 25 Spell Dmg; 9 MP5,Ghaz'an
Restoration,Head,PreRaid,Moonglade Cowl,Dungeon Drop,,Botanica,Normal,237 Armor; 24 Str; 8 Agi; 18 Sta; 25 Int; 13 Spi; 53 Healing; 18 Spell Dmg,Warp Splinter
Restoration,Head,PreRaid,Raven-Heart Headdress,Dungeon Drop,,Auchenai Crypts,Normal,208 Armor; 22 Str; 24 Sta; 23 Int; 16 Spi; 35 Healing; 12 Spell Dmg,Shirrak the Dead Watcher
Restoration,Head,PreRaid,Cowl of Naaru Blessings,Dungeon Token,,,,151 Armor; 28 Sta; 29 Int; 23 Spi; 66 Healing; 22 Spell Dmg,50 Badges of Justice
Restoration,Head,PreRaid,Earthshatter Headpiece,Quest,Earthshatter Headpiece (Naxx),,,513 Armor; 26 Sta; 30 Int; 68 Healing; 23 Spell Dmg; 8 MP5,
Restoration,Head,PreRaid,Metallic Headband of Simm'onz,Quest,Forge Camp: Annihilated (Nag),,,476 Armor; 45 Sta; 68 Healing; 23 Spell Dmg; 12 MP5,
Restoration,Head,PreRaid,Watcher's Cowl,Reputation,,,,127 Armor; 21 Sta; 36 Int; 14 Spi; 79 Healing; 27 Spell Dmg,Cenarion Expedition - Revered
Restoration,Head,PreRaid,Gladiator's Ringmail Helm,PvP,,,,703 Armor; 54 Sta; 20 Int; 62 Healing; 21 Spell Dmg; 17 Spell Crit,
Restoration,Shoulder,PreRaid,Primal Mooncloth Shoulders,Auction House,,,,133 Armor; 16 Int; 15 Spi; 92 Healing; 31 Spell Dmg; 7 MP5,
Restoration,Shoulder,PreRaid,Hallowed Pauldrons,Dungeon Drop,,Shadow Labyrinth,Normal,117 Armor; 10 Sta; 17 Int; 20 Spi; 42 Healing; 14 Spell Dmg,Grandmaster Vorpil
Restoration,Shoulder,PreRaid,Mantle of the Sea Wolf,Dungeon Drop,,Mana Tombs,Heroic,489 Armor; 22 Sta; 25 Int; 51 Healing; 17 Spell Dmg; 8 MP5,Tavarok
Restoration,Shoulder,PreRaid,Moonglade Shoulders,Dungeon Drop,,Steamvault,Normal,219 Armor; 13 Str; 12 Agi; 18 Sta; 19 Int; 18 Spi; 29 Healing; 10 Spell Dmg,Warlord Kalithresh
